strain	accession	type	subtype	year	database	wic_role	virus_measurement_count	reference_measurement_count
A/SEGOVIA/13/1995		A	H3N2	1995		virus_only	6	0
A/SEGOVIA/18/2005		A	H3N2	2005		virus_only	6	0
A/SEGOVIA/2/2012		A	H3N2	2012		virus_only	8	0
A/SEGOVIA/22/1998		A	H3N2	1998		virus_only	5	0
A/SEGOVIA/28/1995		A	H3N2	1995		virus_only	12	0
A/SEGOVIA/29/1995		A	H3N2	1995		virus_only	6	0
A/SEGOVIA/33/1995		A	H3N2	1995		virus_only	6	0
A/SEGOVIA/42/1999		A	H3N2	1999		virus_only	5	0
A/SEGOVIA/59/1999		A	H3N2	1999		virus_only	6	0
A/SEGOVIA/7/2002		A	H3N2	2002		virus_only	8	0
A/SEGOVIA/81/2014		A	H3N2	2014		virus_only	18	0
A/SEMILY/55/2007		A	H3N2	2007		virus_only	20	0
A/SENDAI/14/2004		A	H3N2	2004		virus_only	7	0
A/SENDAI/453/1999		A	H3N2	1999		virus_only	6	0
A/SENDAI/C273/1992		A	H3N2	1992		virus_only	17	0
A/SENDAI/N2260/1992		A	H3N2	1992		virus_only	7	0
A/SENDAI/Y2987/1992		A	H3N2	1992		virus_only	7	0
A/SENEGAL/0168/1998		A	H3N2	1998		virus_only	5	0
A/SENEGAL/0169/1998		A	H3N2	1998		virus_only	5	0
A/SEOUL/1287/2018		A	H3N2	2018		virus_only	9	0
A/SEOUL/4436/2008		A	H3N2	2008		virus_only	9	0
A/SEOUL/878/2007		A	H3N2	2007		virus_only	29	0
A/SERBIA/1181/2011		A	H3N2	2011		virus_only	11	0
A/SERBIA/1580/2011		A	H3N2	2011		virus_only	16	0
A/SERBIA/1605/2011		A	H3N2	2011		virus_only	16	0
A/SERBIA/1731/2011		A	H3N2	2011		virus_only	25	0
A/SERBIA/1868/2019		A	H3N2	2019		virus_only	9	0
A/SERBIA/1891/2011		A	H3N2	2011		virus_only	16	0
A/SERBIA/1985/2019		A	H3N2	2019		virus_only	6	0
A/SERBIA/2252/2016		A	H3N2	2016		virus_only	12	0
A/SERBIA/243/2011		A	H3N2	2011		virus_only	16	0
A/SERBIA/3031/2019		A	H3N2	2019		virus_only	7	0
A/SERBIA/361/2015		A	H3N2	2015		virus_only	13	0
A/SERBIA/376/2011		A	H3N2	2011		virus_only	25	0
A/SERBIA/584/2019		A	H3N2	2019		virus_only	5	0
A/SERBIA/688/2011		A	H3N2	2011		virus_only	17	0
A/SERBIA/71/2011		A	H3N2	2011		virus_only	25	0
A/SERBIA/7921/2016		A	H3N2	2016		virus_only	6	0
A/SERBIA/7921/2017		A	H3N2	2017		virus_only	8	0
A/SERBIA/7997/2016		A	H3N2	2016		virus_only	6	0
A/SERBIA/7997/2017		A	H3N2	2017		virus_only	8	0
A/SERBIA/812/2011		A	H3N2	2011		virus_only	11	0
A/SERBIA/822/2011		A	H3N2	2011		virus_only	25	0
A/SERBIA/824/2011		A	H3N2	2011		virus_only	11	0
A/SERBIA/8255/2016		A	H3N2	2016		virus_only	6	0
A/SERBIA/8255/2017		A	H3N2	2017		virus_only	8	0
A/SERBIA/8283/2016		A	H3N2	2016		virus_only	6	0
A/SERBIA/8283/2017		A	H3N2	2017		virus_only	8	0
A/SERBIA/8352/2016		A	H3N2	2016		virus_only	6	0
A/SERBIA/8352/2017		A	H3N2	2017		virus_only	8	0
A/SERBIA/8374/2016		A	H3N2	2016		virus_only	6	0
A/SERBIA/8374/2017		A	H3N2	2017		virus_only	8	0
A/SERBIA/8375/2016		A	H3N2	2016		virus_only	6	0
A/SERBIA/8375/2017		A	H3N2	2017		virus_only	8	0
A/SERBIA/8411/2016		A	H3N2	2016		virus_only	6	0
A/SERBIA/8411/2017		A	H3N2	2017		virus_only	8	0
A/SERBIA/8418/2016		A	H3N2	2016		virus_only	6	0
A/SERBIA/8499/2016		A	H3N2	2016		virus_only	6	0
A/SERBIA/8499/2017		A	H3N2	2017		virus_only	8	0
A/SERBIA/8501/2016		A	H3N2	2016		virus_only	6	0
A/SERBIA/8501/2017		A	H3N2	2017		virus_only	8	0
A/SERBIA/8554/2016		A	H3N2	2016		virus_only	6	0
A/SERBIA/8554/2017		A	H3N2	2017		virus_only	8	0
A/SERBIA/883/2019		A	H3N2	2019		virus_only	9	0
A/SERBIA/NS200/2013		A	H3N2	2013		virus_only	31	0
A/SERBIA/NS613/2014		A	H3N2	2014		virus_only	20	0
A/SERBIA/NS619/2014		A	H3N2	2014		virus_only	20	0
A/SERBIA/NS630/2014		A	H3N2	2014		virus_only	10	0
A/SERBIA/NS666/2014		A	H3N2	2014		virus_only	10	0
A/SERBIA/NS669/2014		A	H3N2	2014		virus_only	20	0
A/SERBIA/NS670/2014		A	H3N2	2014		virus_only	10	0
A/SERBIA/NS682/2014		A	H3N2	2014		virus_only	10	0
A/SERBIA/NS707/2014		A	H3N2	2014		virus_only	10	0
A/SERBIA/NS738/2014		A	H3N2	2014		virus_only	10	0
A/SERBIA/NS783/2014		A	H3N2	2014		virus_only	10	0
A/SERBIANS/1107/2015		A	H3N2	2015		virus_only	11	0
A/SERBIANS/1107/2015#CLONE97		A	H3N2			virus_only	11	0
A/SERBIANS/1565/2016		A	H3N2	2016		virus_only	12	0
A/SERBIANS/949/2015		A	H3N2	2015		virus_only	11	0
A/SERRES/12/2007		A	H3N2	2007		virus_only	8	0
A/SERRES/8/2007		A	H3N2	2007		virus_only	8	0
A/SETTAT/91H/2011		A	H3N2	2011		virus_only	9	0
A/SEYCHELLES/537/2019		A	H3N2	2019		virus_only	9	0
A/SHAANXICHANGAN/1452/2014		A	H3N2	2014		virus_only	10	0
A/SHANDONG/11/1995		A	H3N2	1995		virus_only	6	0
A/SHANGHAI/11/1995		A	H3N2	1995		virus_only	6	0
A/SHANGHAI/18/1996		A	H3N2	1996		virus_only	7	0
A/SHANGHAI/2/1992		A	H3N2	1992		virus_only	8	0
A/SHANGHAI/3/1992		A	H3N2	1992		virus_only	8	0
A/SHANGHAI/369/2003		A	H3N2	2003		virus_only	8	0
A/SHANTOU/1033/2004		A	H3N2	2004		virus_only	7	0
A/SHANTOU/1037/2004		A	H3N2	2004		virus_only	7	0
A/SHANTOU/1071/2004		A	H3N2	2004		virus_only	7	0
A/SHANTOU/1129/2004		A	H3N2	2004		virus_only	7	0
A/SHANTOU/1132/2004		A	H3N2	2004		virus_only	7	0
A/SHANTOU/1143/2004		A	H3N2	2004		virus_only	7	0
A/SHANTOU/1147/2004		A	H3N2	2004		virus_only	7	0
A/SHANTOU/1149/2004		A	H3N2	2004		virus_only	7	0
A/SHANTOU/1160/2004		A	H3N2	2004		virus_only	7	0
A/SHANTOU/1167/2004		A	H3N2	2004		virus_only	7	0
A/SHANTOU/1170/2004		A	H3N2	2004		virus_only	7	0
A/SHANTOU/1175/2004		A	H3N2	2004		virus_only	7	0
A/SHANTOU/1179/2004		A	H3N2	2004		virus_only	7	0
A/SHANTOU/1188/2004		A	H3N2	2004		virus_only	7	0
A/SHANTOU/1197/2004		A	H3N2	2004		virus_only	7	0
A/SHANTOU/1208/2004		A	H3N2	2004		virus_only	7	0
A/SHANTOU/1255/2004		A	H3N2	2004		virus_only	11	0
A/SHANTOU/1263/2004		A	H3N2	2004		virus_only	11	0
A/SHANTOU/1273/2004		A	H3N2	2004		virus_only	11	0
A/SHANTOU/1283/2004		A	H3N2	2004		virus_only	15	0
A/SHANTOU/1296/2004		A	H3N2	2004		virus_only	15	0
A/SHANTOU/1307/2004		A	H3N2	2004		virus_only	17	0
A/SHANTOU/1308/2004		A	H3N2	2004		virus_only	11	0
A/SHANTOU/1309/2004		A	H3N2	2004		virus_only	11	0
A/SHANTOU/1319/2004		A	H3N2	2004		virus_only	11	0
A/SHANTOU/1320/2004		A	H3N2	2004		virus_only	11	0
A/SHANTOU/1333/2004		A	H3N2	2004		virus_only	15	0
A/SHANTOU/1386/2004		A	H3N2	2004		virus_only	11	0
A/SHANTOU/1390/2004		A	H3N2	2004		virus_only	11	0
A/SHANTOU/1395/2004		A	H3N2	2004		virus_only	11	0
A/SHANTOU/1401/2004		A	H3N2	2004		virus_only	11	0
A/SHANTOU/1441/2004		A	H3N2	2004		virus_only	11	0
A/SHANTOU/1450/2004		A	H3N2	2004		virus_only	11	0
A/SHANTOU/1465/2004		A	H3N2	2004		virus_only	17	0
A/SHANTOU/1471/2004		A	H3N2	2004		virus_only	11	0
A/SHANTOU/1478/2004		A	H3N2	2004		virus_only	11	0
A/SHANTOU/1706/2004		A	H3N2	2004		virus_only	7	0
A/SHANTOU/1754/2004		A	H3N2	2004		virus_only	7	0
A/SHANTOU/1763/2004		A	H3N2	2004		virus_only	7	0
A/SHANTOU/199A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/201A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/203A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/205A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/206A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/208A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/209A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/212A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/215A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/219A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/222A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/225A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/226A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/229A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/232A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/234A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/237A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/238A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/239A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/241A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/243A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/245A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/246A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/252A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/264A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/265A/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/321/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/324/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/330/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/337/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/344/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/346/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/347/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/351/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/353/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/361/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/376/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/377/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/383/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/384/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/387/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/392/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/395/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/396/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/399/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/402/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/405/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/406/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/408/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/414/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/419/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/427/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/427/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/432/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/433/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/436/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/436/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/442/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/445/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/446/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/448/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/449/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/451/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/452/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/459/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/469/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/471/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/475/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/482/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/489/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/497/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/503/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/504/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/505/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/514/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/514/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/521/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/523/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/524/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/525/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/527/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/533/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/537/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/540/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/543/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/557/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/561/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/562/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/563/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/564/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/566/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/567/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/569/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/572/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/575/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/579/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/580/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/582/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/587/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/590/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/591/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/595/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/603/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/604/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/609/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/613/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/616/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/620/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/623/2003		A	H3N2	2003		virus_only	7	0
A/SHANTOU/637/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/644/2004		A	H3N2	2004		virus_only	5	0
A/SHANTOU/938/2004		A	H3N2	2004		virus_only	7	0
A/SHANTOU/939/2004		A	H3N2	2004		virus_only	7	0
A/SHANTOU/949/2004		A	H3N2	2004		virus_only	7	0
A/SHANTOU/951/2004		A	H3N2	2004		virus_only	7	0
A/SHANTOU/959/2004		A	H3N2	2004		virus_only	7	0
A/SHANTOU/963/2004		A	H3N2	2004		virus_only	7	0
A/SHANXIXINGHUALING/1663/2014		A	H3N2	2014		virus_only	10	0
A/SHENZHEN/1/1999		A	H3N2	1999		virus_only	8	0
A/SHENZHEN/1219/1998		A	H3N2	1998		virus_only	6	0
A/SHENZHEN/158/1996		A	H3N2	1996		virus_only	7	0
A/SHENZHEN/1781/1998		A	H3N2	1998		virus_only	6	0
A/SHENZHEN/272/1995		A	H3N2	1995		virus_only	6	0
A/SHIBA/T537/1992		A	H3N2	1992		virus_only	7	0
A/SHIGA/2/91910315		A	H3N2			virus_only	9	0
A/SHIGA/25/1997		A	H3N2	1997		virus_only	6	0
A/SHIGA/41/2002		A	H3N2	2002		virus_only	6	0
A/SHIGA/6/1993		A	H3N2	1993		virus_only	17	0
A/SHIGA/82/1999		A	H3N2	1999		virus_only	6	0
A/SHINJUKU/S6/1991		A	H3N2	1991		virus_only	7	0
A/SHIRAZ/15/2009		A	H3N2	2009		virus_only	9	0
A/SHIZUOKA/39/2000		A	H3N2	2000		virus_only	6	0
A/SHIZUOKA/86/1999		A	H3N2	1999		virus_only	6	0
A/SHKODER/ALB4101/2012		A	H3N2	2012		virus_only	9	0
A/SICHUAN/4/1992		A	H3N2	1992		virus_only	8	0
A/SICHUANJIANGYANG/1686/2014		A	H3N2	2014		virus_only	11	0
A/SICHUANYANJIANG/1239/2014		A	H3N2	2014		virus_only	11	0
A/SIENA/1/1991		A	H3N2	1991		virus_only	7	0
A/SIENA/1/1997		A	H3N2	1997		virus_only	6	0
A/SIENA/1/2003		A	H3N2	2003		virus_only	6	0
A/SIENA/1/2004		A	H3N2	2004		virus_only	6	0
A/SIENA/1/2005		A	H3N2	2005		virus_only	10	0
A/SIENA/13/1995		A	H3N2	1995		virus_only	6	0
A/SIENA/2/1991		A	H3N2	1991		virus_only	7	0
A/SIENA/2/2003		A	H3N2	2003		virus_only	6	0
A/SIENA/2/2005		A	H3N2	2005		virus_only	10	0
A/SIENA/3/1991		A	H3N2	1991		virus_only	7	0
A/SIENA/3/1995		A	H3N2	1995		virus_only	6	0
A/SIENA/3/2003		A	H3N2	2003		virus_only	6	0
A/SIENA/5/1991		A	H3N2	1991		virus_only	7	0
A/SIENA/5/1995		A	H3N2	1995		virus_only	6	0
A/SIENA/6/1991		A	H3N2	1991		virus_only	7	0
A/SIENA/6/1995		A	H3N2	1995		virus_only	6	0
A/SIENA/7/1995		A	H3N2	1995		virus_only	6	0
A/SIENA/8/1995		A	H3N2	1995		virus_only	6	0
A/SINDELFINGEN/1/1995		A	H3N2	1995		virus_only	6	0
A/SINDELFINGEN/2/1995		A	H3N2	1995		virus_only	6	0
A/SINDELFINGEN/44/1996		A	H3N2	1996		virus_only	6	0
A/SINDELFINGEN/86/1996		A	H3N2	1996		virus_only	6	0
A/SINGAPORE/1/1991		A	H3N2	1991		virus_only	6	0
A/SINGAPORE/1/1992		A	H3N2	1992		virus_only	8	0
A/SINGAPORE/1/1994		A	H3N2	1994		virus_only	5	0
A/SINGAPORE/1/1996		A	H3N2	1996		virus_only	6	0
A/SINGAPORE/1/2000		A	H3N2	2000		virus_only	8	0
A/SINGAPORE/1/2004		A	H3N2	2004		virus_only	5	0
A/SINGAPORE/10/1991		A	H3N2	1991		virus_only	6	0
A/SINGAPORE/10/1994		A	H3N2	1994		virus_only	5	0
A/SINGAPORE/10/1996		A	H3N2	1996		virus_only	4	0
A/SINGAPORE/10/1999		A	H3N2	1999		virus_only	11	0
A/SINGAPORE/11/1991		A	H3N2	1991		virus_only	6	0
A/SINGAPORE/11/1994		A	H3N2	1994		virus_only	4	0
A/SINGAPORE/11/1996		A	H3N2	1996		virus_only	4	0
A/SINGAPORE/12/1991		A	H3N2	1991		virus_only	6	0
A/SINGAPORE/12/1994		A	H3N2	1994		virus_only	5	0
A/SINGAPORE/12/1996		A	H3N2	1996		virus_only	4	0
A/SINGAPORE/12/1998		A	H3N2	1998		virus_only	6	0
A/SINGAPORE/13/1991		A	H3N2	1991		virus_only	8	0
A/SINGAPORE/13/1994		A	H3N2	1994		virus_only	5	0
A/SINGAPORE/13/1996		A	H3N2	1996		virus_only	4	0
A/SINGAPORE/14/1991		A	H3N2	1991		virus_only	8	0
A/SINGAPORE/14/1994		A	H3N2	1994		virus_only	5	0
A/SINGAPORE/14/1996		A	H3N2	1996		virus_only	4	0
A/SINGAPORE/14/1999		A	H3N2	1999		virus_only	5	0
A/SINGAPORE/15/1991		A	H3N2	1991		virus_only	8	0
A/SINGAPORE/15/1994		A	H3N2	1994		virus_only	6	0
A/SINGAPORE/16/1996		A	H3N2	1996		virus_only	4	0
A/SINGAPORE/16/1999		A	H3N2	1999		virus_only	5	0
A/SINGAPORE/16/2002		A	H3N2	2002		virus_only	5	0
A/SINGAPORE/2/1992		A	H3N2	1992		virus_only	8	0
A/SINGAPORE/2/1994		A	H3N2	1994		virus_only	5	0
A/SINGAPORE/2/1999		A	H3N2	1999		virus_only	11	0
A/SINGAPORE/2/2000		A	H3N2	2000		virus_only	8	0
A/SINGAPORE/20/1990		A	H3N2	1990		virus_only	6	0
A/SINGAPORE/20/2009		A	H3N2	2009		virus_only	11	0
A/SINGAPORE/22/1990		A	H3N2	1990		virus_only	6	0
A/SINGAPORE/22/2012		A	H3N2	2012		virus_only	11	0
A/SINGAPORE/23/2001		A	H3N2	2001		virus_only	6	0
A/SINGAPORE/26/1999		A	H3N2	1999		virus_only	5	0
A/SINGAPORE/26/2001		A	H3N2	2001		virus_only	6	0
A/SINGAPORE/26/2009		A	H3N2	2009		virus_only	11	0
A/SINGAPORE/3/1991		A	H3N2	1991		virus_only	12	0
A/SINGAPORE/3/1992		A	H3N2	1992		virus_only	8	0
A/SINGAPORE/3/1994		A	H3N2	1994		virus_only	5	0
A/SINGAPORE/30/1999		A	H3N2	1999		virus_only	5	0
A/SINGAPORE/30/2009		A	H3N2	2009		virus_only	11	0
A/SINGAPORE/31/2004		A	H3N2	2004		virus_only	5	0
A/SINGAPORE/32/1995		A	H3N2	1995		virus_only	5	0
A/SINGAPORE/32/1999		A	H3N2	1999		virus_only	5	0
A/SINGAPORE/33/2009		A	H3N2	2009		virus_only	26	0
A/SINGAPORE/34/2001		A	H3N2	2001		virus_only	6	0
A/SINGAPORE/34/2008		A	H3N2	2008		virus_only	8	0
A/SINGAPORE/35/2000		A	H3N2	2000		virus_only	8	0
A/SINGAPORE/36/2004		A	H3N2	2004		virus_only	7	0
A/SINGAPORE/37/1995		A	H3N2	1995		virus_only	4	0
A/SINGAPORE/37/2004@IVR140		A	H3N2			virus_only	7	0
A/SINGAPORE/37/2009		A	H3N2	2009		virus_only	7	0
A/SINGAPORE/38/1999		A	H3N2	1999		virus_only	5	0
A/SINGAPORE/39/1995		A	H3N2	1995		virus_only	5	0
A/SINGAPORE/4/2001		A	H3N2	2001		virus_only	6	0
A/SINGAPORE/40/1998		A	H3N2	1998		virus_only	6	0
A/SINGAPORE/41/1999		A	H3N2	1999		virus_only	5	0
A/SINGAPORE/41/2009		A	H3N2	2009		virus_only	19	0
A/SINGAPORE/42/2009		A	H3N2	2009		virus_only	11	0
A/SINGAPORE/44/1998		A	H3N2	1998		virus_only	6	0
A/SINGAPORE/44/1999		A	H3N2	1999		virus_only	5	0
A/SINGAPORE/45/1999		A	H3N2	1999		virus_only	5	0
A/SINGAPORE/46/2009		A	H3N2	2009		virus_only	19	0
A/SINGAPORE/47/1995		A	H3N2	1995		virus_only	5	0
A/SINGAPORE/47/2009		A	H3N2	2009		virus_only	11	0
A/SINGAPORE/48/1995		A	H3N2	1995		virus_only	5	0
A/SINGAPORE/5/1991		A	H3N2	1991		virus_only	6	0
A/SINGAPORE/5/1994		A	H3N2	1994		virus_only	5	0
A/SINGAPORE/5/1999		A	H3N2	1999		virus_only	6	0
A/SINGAPORE/52/1995		A	H3N2	1995		virus_only	5	0
A/SINGAPORE/52/1999		A	H3N2	1999		virus_only	5	0
A/SINGAPORE/54/1995		A	H3N2	1995		virus_only	4	0
A/SINGAPORE/55/2003		A	H3N2	2003		virus_only	8	0
A/SINGAPORE/59/1999		A	H3N2	1999		virus_only	6	0
A/SINGAPORE/6/1991		A	H3N2	1991		virus_only	6	0
A/SINGAPORE/61/1999		A	H3N2	1999		virus_only	6	0
A/SINGAPORE/62/1995		A	H3N2	1995		virus_only	5	0
A/SINGAPORE/62/1999		A	H3N2	1999		virus_only	12	0
A/SINGAPORE/63/1999		A	H3N2	1999		virus_only	6	0
A/SINGAPORE/64/1999		A	H3N2	1999		virus_only	12	0
A/SINGAPORE/66/1999		A	H3N2	1999		virus_only	6	0
A/SINGAPORE/67/1999		A	H3N2	1999		virus_only	12	0
A/SINGAPORE/68/1999		A	H3N2	1999		virus_only	12	0
A/SINGAPORE/69/1999		A	H3N2	1999		virus_only	6	0
A/SINGAPORE/7/1991		A	H3N2	1991		virus_only	14	0
A/SINGAPORE/71/1999		A	H3N2	1999		virus_only	6	0
A/SINGAPORE/72/1999		A	H3N2	1999		virus_only	12	0
A/SINGAPORE/75/1995		A	H3N2	1995		virus_only	5	0
A/SINGAPORE/76/1995		A	H3N2	1995		virus_only	5	0
A/SINGAPORE/77/1995		A	H3N2	1995		virus_only	5	0
A/SINGAPORE/78/1995		A	H3N2	1995		virus_only	5	0
A/SINGAPORE/8/1999		A	H3N2	1999		virus_only	11	0
A/SINGAPORE/82/1996		A	H3N2	1996		virus_only	7	0
A/SINGAPORE/83/1996		A	H3N2	1996		virus_only	7	0
A/SINGAPORE/84/1996		A	H3N2	1996		virus_only	7	0
A/SINGAPORE/85/1996		A	H3N2	1996		virus_only	7	0
A/SINGAPORE/89/1996		A	H3N2	1996		virus_only	7	0
A/SINGAPORE/9/1991		A	H3N2	1991		virus_only	6	0
A/SINGAPORE/94/2000		A	H3N2	2000		virus_only	6	0
A/SINGAPORE/96/1999		A	H3N2	1999		virus_only	6	0
A/SINGAPORE/EN047/2008		A	H3N2	2008		virus_only	9	0
A/SINGAPORE/EN074/2008		A	H3N2	2008		virus_only	9	0
A/SINGAPORE/EN089/2008		A	H3N2	2008		virus_only	9	0
A/SINGAPORE/GP0454/2018		A	H3N2	2018		virus_only	9	0
A/SINGAPORE/KK0259/2018		A	H3N2	2018		virus_only	9	0
A/SINGAPORE/KK943/2014		A	H3N2	2014		virus_only	21	0
A/SINGAPORE/N348/2008		A	H3N2	2008		virus_only	9	0
A/SINGAPORE/N350/2008		A	H3N2	2008		virus_only	9	0
A/SINGAPORE/N351/2008		A	H3N2	2008		virus_only	9	0
A/SINGAPORE/N352/2008		A	H3N2	2008		virus_only	9	0
A/SINGAPORE/N362/2008		A	H3N2	2008		virus_only	9	0
A/SINGAPORE/N390/2008		A	H3N2	2008		virus_only	9	0
A/SINGAPORE/N422/2008		A	H3N2	2008		virus_only	9	0
A/SINGAPORE/N425/2008		A	H3N2	2008		virus_only	9	0
A/SINGAPORE/N430/2008		A	H3N2	2008		virus_only	9	0
A/SINGAPORE/N468/2008		A	H3N2	2008		virus_only	9	0
A/SINGAPORE/N474/2008		A	H3N2	2008		virus_only	9	0
A/SINGAPORE/N486/2008		A	H3N2	2008		virus_only	9	0
A/SINGAPORE/N510/2008		A	H3N2	2008		virus_only	9	0
A/SINGAPORE/N565/2008		A	H3N2	2008		virus_only	9	0
A/SINGAPORE/N593/2008		A	H3N2	2008		virus_only	9	0
A/SKALICA/339/2019		A	H3N2	2019		virus_only	8	0
