query_strain	Isolate_Name	Isolate_Id	Collection_Date	Location	Host	metadata_file
A/NIEDERSACHSEN/1/2014	A/Niedersachsen/1/2014	EPI_ISL_155909	2014-01-10	Europe / Germany	Human	gisaid_meta_2011-2014.xls
A/NIEDERSACHSEN/113/2013	A/Niedersachsen/113/2013	EPI_ISL_175524	2013-12-19	Europe / Germany	Human	gisaid_meta_2011-2014.xls
A/NIEDERSACHSEN/151/2019	A/Niedersachsen/151/2019	EPI_ISL_355951	2019-03-25	Europe / Germany	Human	gisaid_meta_2019.xls
A/NIEDERSACHSEN/151/2019	A/Niedersachsen/151/2019	EPI_ISL_358041	2019-03-25	Europe / Germany	Human	gisaid_meta_2019.xls
A/NIEDERSACHSEN/185/2017	A/Niedersachsen/185/2017	EPI_ISL_274109	2017-03-20	Europe / Germany	Human	gisaid_meta_2017.xls
A/NIEDERSACHSEN/186/2017	A/Niedersachsen/186/2017	EPI_ISL_274110	2017-03-21	Europe / Germany	Human	gisaid_meta_2017.xls
A/NIEDERSACHSEN/4/2015	A/Niedersachsen/4/2015	EPI_ISL_170656	2015-01-07	Europe / Germany	Human	gisaid_meta_2015-2016.xls
A/NIEDERSACHSEN/5/2015	A/Niedersachsen/5/2015	EPI_ISL_13017098	2015-01-08	Europe / Germany	Human	gisaid_meta_2015-2016.xls
A/NIEDERSACHSEN/5/2015	A/Niedersachsen/5/2015	EPI_ISL_170657	2015-01-08	Europe / Germany	Human	gisaid_meta_2015-2016.xls
A/NIEDERSACHSEN/5/2017	A/Niedersachsen/5/2017	EPI_ISL_256040	2017-01-05	Europe / Germany	Human	gisaid_meta_2017.xls
A/NIEDERSACHSEN/51/2020	A/Niedersachsen/51/2020	EPI_ISL_426235	2020-02-11	Europe / Germany	Human	gisaid_meta_2020-21.xls
A/NIEDERSACHSEN/51/2020	A/Niedersachsen/51/2020	EPI_ISL_482831	2020-02-11	Europe / Germany	Human	gisaid_meta_2020-21.xls
A/NIEDERSACHSEN/8/2014	A/Niedersachsen/8/2014	EPI_ISL_170318	2014-10-09	Europe / Germany	Human	gisaid_meta_2011-2014.xls
A/NIEDERSACHSEN/81/2019	A/Niedersachsen/81/2019	EPI_ISL_355090	2019-01-25	Europe / Germany	Human	gisaid_meta_2019.xls
A/NIEDERSACHSEN/9/2014	A/Niedersachsen/9/2014	EPI_ISL_170319	2014-11-03	Europe / Germany	Human	gisaid_meta_2011-2014.xls
A/NIIGATA/1204/2004	A/NIIGATA/1204/2004	EPI_ISL_65564	2004-07-12	Asia / Japan	Human	gisaid_meta_2010.xls
A/NIMES/2454/2014	A/Nimes/2454/2014	EPI_ISL_170320	2014-12-18	Europe / France	Human	gisaid_meta_2011-2014.xls
A/NIMES/2658/2013	A/Nimes/2658/2013	EPI_ISL_153712	2013-10-24	Europe / France	Human	gisaid_meta_2011-2014.xls
A/NIS/1471/2012	A/Nis/1471/2012	EPI_ISL_128068	2012-03-26	Europe / Serbia	Human	gisaid_meta_2011-2014.xls
A/NIS/1472/2012	A/Nis/1472/2012	EPI_ISL_128069	2012-03-26	Europe / Serbia	Human	gisaid_meta_2011-2014.xls
A/NITRA/106/2019	A/Nitra/106/2019	EPI_ISL_377341	2019-01-24	Europe / Slovakia	Human	gisaid_meta_2019.xls
A/NITRA/157/2017	A/Nitra/157/2017	EPI_ISL_275506	2017-01-11	Europe / Slovakia	Human	gisaid_meta_2017.xls
A/NITRA/205/2015	A/Nitra/205/2015	EPI_ISL_191795	2015-02-02	Europe / Slovakia	Human	gisaid_meta_2015-2016.xls
A/NIZHNYNOVGOROD/14645V/2018	A/Nizhny Novgorod/14645V/2018	EPI_ISL_332723	2018-11-20	Europe / Russian Federation / Nizhni Novgorod Oblast	Human	gisaid_meta_2018.xls
A/NIZHNYNOVGOROD/14645V/2018	A/Nizhny Novgorod/14645V/2018	EPI_ISL_332799	2018-11-20	Europe / Russian Federation / Nizhni Novgorod Oblast	Human	gisaid_meta_2018.xls
A/NIZHNYNOVGOROD/14645V/2018	A/Nizhny Novgorod/14645V/2018	EPI_ISL_342012	2018-11-20	Europe / Russian Federation	Human	gisaid_meta_2018.xls
A/NNOVGOROD/303/2014	A/N.Novgorod/303/2014	EPI_ISL_191785	2014-12-19	Europe / Russian Federation	Human	gisaid_meta_2011-2014.xls
A/NORDPASDECALAIS/1108/2020	A/Nord_pas_de_Calais/1108/2020	EPI_ISL_462126	2020-02-10	Europe / France	Human	gisaid_meta_2020-21.xls
A/NORDPASDECALAIS/1108/2020	A/Nord_pas_de_Calais/1108/2020	EPI_ISL_485768	2020-02-10	Europe / France	Human	gisaid_meta_2020-21.xls
A/NORDPASDECALAIS/1108/2020	A/Nord_Pas_de_Calais/1108/2020	EPI_ISL_515497	2020-02-10	Europe / France / Nord_Pas_de_Calais	Human	gisaid_meta_2020-21.xls
A/NORDPASDECALAIS/1803/2019	A/Nord_Pas_de_Calais/1803/2019	EPI_ISL_353954	2019-03-26	Europe / France / Nord_Pas_de_Calais	Human	gisaid_meta_2019.xls
A/NORDPASDECALAIS/1803/2019	A/Nord_Pas_de_Calais/1803/2019	EPI_ISL_388730	2019-03-26	Europe / France	Human	gisaid_meta_2019.xls
A/NORDPASDECALAIS/2301/2014	A/Nord Pas de Calais/2301/2014	EPI_ISL_170013	2014-12-16	Europe / France / Region Nord-Pas-De Calais / Departement du Pas-de-Calais	Human	gisaid_meta_2011-2014.xls
A/NORDPASDECALAIS/2317/2014	A/Nord Pas de Calais/2317/2014	EPI_ISL_170200	2014-12-15	Europe / France / Region Nord-Pas-De Calais / Departement du Nord	Human	gisaid_meta_2011-2014.xls
A/NORDPASDECALAIS/2318/2014	A/Nord Pas de Calais/2318/2014	EPI_ISL_170201	2014-12-17	Europe / France / Region Nord-Pas-De Calais / Departement du Pas-de-Calais	Human	gisaid_meta_2011-2014.xls
A/NORDPASDECALAIS/2318/2014	A/Nord Pas de Calais/2318/2014	EPI_ISL_172397	2014-12-17	Europe / France	Human	gisaid_meta_2011-2014.xls
A/NORDPASDECALAIS/2726/2018	A/Nord_Pas_de_Calais/2726/2018	EPI_ISL_335972	2018-12-26	Europe / France / Nord_Pas_de_Calais	Human	gisaid_meta_2018.xls
A/NORDPASDECALAIS/2726/2018	A/Nord_Pas_de_Calais/2726/2018	EPI_ISL_347163	2018-12-26	Europe / France	Human	gisaid_meta_2018.xls
A/NORDRHEINWESTFALEN/1/2013	A/Nordrhein-Westfalen/1/2013	EPI_ISL_134172	2013-01-03	Europe / Germany	Human	gisaid_meta_2011-2014.xls
A/NORDRHEINWESTFALEN/1/2013	A/Nordrhein-Westfalen/1/2013	EPI_ISL_141679	2013-01-03	Europe / Germany	Human	gisaid_meta_2011-2014.xls
A/NORDRHEINWESTFALEN/101/2019	A/Nordrhein-Westfalen/101/2019	EPI_ISL_358042	2019-03-25	Europe / Germany	Human	gisaid_meta_2019.xls
A/NORDRHEINWESTFALEN/106/2017	A/Nordrhein-Westfalen/106/2017	EPI_ISL_267691	2017-03-17	Europe / Germany	Human	gisaid_meta_2017.xls
A/NORDRHEINWESTFALEN/106/2017	A/Nordrhein-Westfalen/106/2017	EPI_ISL_274111	2017-03-17	Europe / Germany	Human	gisaid_meta_2017.xls
A/NORDRHEINWESTFALEN/11/2019	A/Nordrhein-Westfalen/11/2019	EPI_ISL_347164	2019-01-21	Europe / Germany	Human	gisaid_meta_2019.xls
A/NORDRHEINWESTFALEN/18/2014	A/Nordrhein-Westfalen/18/2014	EPI_ISL_170322	2014-12-22	Europe / Germany	Human	gisaid_meta_2011-2014.xls
A/NORDRHEINWESTFALEN/22/2019	A/Nordrhein-Westfalen/22/2019	EPI_ISL_343578	2019-01-28	Europe / Germany	Human	gisaid_meta_2019.xls
A/NORDRHEINWESTFALEN/22/2019	A/Nordrhein-Westfalen/22/2019	EPI_ISL_347165	2019-01-28	Europe / Germany	Human	gisaid_meta_2019.xls
A/NORDRHEINWESTFALEN/41/2019	A/Nordrhein-Westfalen/41/2019	EPI_ISL_347166	2019-01-04	Europe / Germany	Human	gisaid_meta_2019.xls
A/NORDRHEINWESTFALEN/53/2019	A/Nordrhein-Westfalen/53/2019	EPI_ISL_355092	2019-02-11	Europe / Germany	Human	gisaid_meta_2019.xls
A/NORDRHEINWESTFALEN/60/2019	A/Nordrhein-Westfalen/60/2019	EPI_ISL_346531	2019-02-18	Europe / Germany	Human	gisaid_meta_2019.xls
A/NORDRHEINWESTFALEN/60/2019	A/Nordrhein-Westfalen/60/2019	EPI_ISL_355093	2019-02-18	Europe / Germany	Human	gisaid_meta_2019.xls
A/NORDRHEINWESTFALEN/82/2019	A/Nordrhein-Westfalen/82/2019	EPI_ISL_358043	2019-03-11	Europe / Germany	Human	gisaid_meta_2019.xls
A/NORDRHEINWESTFALEN/89/2019	A/Nordrhein-Westfalen/89/2019	EPI_ISL_358044	2019-03-15	Europe / Germany	Human	gisaid_meta_2019.xls
A/NORDRHEINWESTFALEN/97/2019	A/Nordrhein-Westfalen/97/2019	EPI_ISL_358045	2019-03-14	Europe / Germany	Human	gisaid_meta_2019.xls
A/NORTH CAROLINA/13/2014	A/North Carolina/13/2014	EPI_ISL_15146407	2014-04-15	North America / United States / North Carolina	Human	gisaid_meta_2011-2014.xls
A/NORTH CAROLINA/13/2014	A/North Carolina/13/2014	EPI_ISL_160433	2014-04-15	North America / United States / North Carolina	Human	gisaid_meta_2011-2014.xls
A/NORTH CAROLINA/13/2014	A/North Carolina/13/2014	EPI_ISL_164439	2014-04-15	North America / United States / North Carolina	Human	gisaid_meta_2011-2014.xls
A/NORTH CAROLINA/13/2014	A/North Carolina/13/2014	EPI_ISL_166997	2014-04-15	North America / United States / North Carolina	Human	gisaid_meta_2011-2014.xls
A/NORTH CAROLINA/13/2014	A/North Carolina/13/2014	EPI_ISL_171758	2014-04-15	North America / United States	Human	gisaid_meta_2011-2014.xls
A/NORTH CAROLINA/13/2014	A/North Carolina/13/2014	EPI_ISL_172399	2014-04-15	North America / United States	Human	gisaid_meta_2011-2014.xls
A/NORTH CAROLINA/13/2014	A/North Carolina/13/2014	EPI_ISL_173570	2014-04-15	North America / United States / North Carolina	Human	gisaid_meta_2011-2014.xls
A/NORTHDAKOTA/1/2004	A/North Dakota/1/2004	EPI_ISL_21241	2004-10-20	North America / United States / North Dakota	Human	gisaid_meta_2010.xls
A/NORTHKAZAKHSTAN/363/2019	A/North Kazakhstan/363/2019	EPI_ISL_367803	2019-02-13	Asia / Kazakhstan	Human	gisaid_meta_2019.xls
A/NORWAY/10230/2021	A/Norway/10230/2021	EPI_ISL_11872932	2021-04-14	Europe / Norway	Human	gisaid_meta_2020-21.xls
A/NORWAY/10230/2021	A/Norway/10230/2021	EPI_ISL_2932740	2021-04-14	Europe / Norway	Human	gisaid_meta_2020-21.xls
A/NORWAY/1103/2004	A/Norway/1103/2004	EPI_ISL_10485	2004	Europe / Norway	Human	gisaid_meta_2010.xls
A/NORWAY/1120/2017	A/Norway/1120/2017	EPI_ISL_268067	2017-02-11	Europe / Norway	Human	gisaid_meta_2017.xls
A/NORWAY/114/2012	A/Norway/114/2012	EPI_ISL_107881	2012-01-10	Europe / Norway	Human	gisaid_meta_2011-2014.xls
A/NORWAY/1141/2009	A/Norway/1141/2009	EPI_ISL_185627	2009-03-24	Europe / Norway	Human	gisaid_meta_2010.xls
A/NORWAY/1141/2009	A/Norway/1141/2009	EPI_ISL_60031	2009-03-24	Europe / Norway	Human	gisaid_meta_2010.xls
A/NORWAY/1151/2015	A/Norway/1151/2015	EPI_ISL_190923	2015-02-25	Europe / Norway	Human	gisaid_meta_2015-2016.xls
A/NORWAY/1186/2011	A/Norway/1186/2011	EPI_ISL_93711	2011-03-16	Europe / Norway	Human	gisaid_meta_2011-2014.xls
A/NORWAY/1191/2004	A/Norway/1191/2004	EPI_ISL_10486	2004	Europe / Norway	Human	gisaid_meta_2010.xls
A/NORWAY/1477/2017	A/Norway/1477/2017	EPI_ISL_273181	2017-03-04	Europe / Norway	Human	gisaid_meta_2017.xls
A/NORWAY/1481/2017	A/Norway/1481/2017	EPI_ISL_273183	2017-02-27	Europe / Norway	Human	gisaid_meta_2017.xls
A/NORWAY/1656/2015	A/Norway/1656/2015	EPI_ISL_190924	2015-03-21	Europe / Norway	Human	gisaid_meta_2015-2016.xls
A/NORWAY/17392009	A/Norway/1739/2009	EPI_ISL_60056	2009-06-10	Europe / Norway	Human	gisaid_meta_2010.xls
A/NORWAY/1819/2018	A/Norway/1819/2018	EPI_ISL_314672	2018-03-05	Europe / Norway	Human	gisaid_meta_2018.xls
A/NORWAY/1900/2020	A/Norway/1900/2020	EPI_ISL_500734	2020-03-12	Europe / Norway	Human	gisaid_meta_2020-21.xls
A/NORWAY/1906/2020	A/Norway/1906/2020	EPI_ISL_500735	2020-03-12	Europe / Norway	Human	gisaid_meta_2020-21.xls
A/NORWAY/1934/2017	A/Norway/1934/2017	EPI_ISL_273261	2017-03-21	Europe / Norway	Human	gisaid_meta_2017.xls
A/NORWAY/1940/2017	A/Norway/1940/2017	EPI_ISL_273262	2017-03-20	Europe / Norway	Human	gisaid_meta_2017.xls
A/NORWAY/2032/2019	A/Norway/2032/2019	EPI_ISL_394025	2019-05-14	Europe / Norway	Human	gisaid_meta_2019.xls
A/NORWAY/2069/2020	A/Norway/2069/2020	EPI_ISL_477588	2020-03-12	Europe / Norway	Human	gisaid_meta_2020-21.xls
A/NORWAY/2069/2020	A/Norway/2069/2020	EPI_ISL_500736	2020-03-12	Europe / Norway	Human	gisaid_meta_2020-21.xls
A/NORWAY/2099/2019	A/Norway/2099/2019	EPI_ISL_394026	2019-05-24	Europe / Norway	Human	gisaid_meta_2019.xls
A/NORWAY/2113/2017	A/Norway/2113/2017	EPI_ISL_273265	2017-03-30	Europe / Norway	Human	gisaid_meta_2017.xls
A/NORWAY/2115/2020	A/Norway/2115/2020	EPI_ISL_19741959	2020-03-18	Europe / Norway / Finnmark	Human	gisaid_meta_2020-21.xls
A/NORWAY/2115/2020	A/Norway/2115/2020	EPI_ISL_477589	2020-03-18	Europe / Norway	Human	gisaid_meta_2020-21.xls
A/NORWAY/2115/2020	A/Norway/2115/2020	EPI_ISL_500737	2020-03-18	Europe / Norway	Human	gisaid_meta_2020-21.xls
A/NORWAY/2155/2019	A/Norway/2155/2019	EPI_ISL_394027	2019-06-18	Europe / Norway	Human	gisaid_meta_2019.xls
A/NORWAY/216/2005	A/Norway/216/2005	EPI_ISL_10493	2005	Europe / Norway	Human	gisaid_meta_2010.xls
A/NORWAY/217/2015	A/Norway/217/2015	EPI_ISL_172238	2015-01-12	Europe / Norway / Oslo	Human	gisaid_meta_2015-2016.xls
A/NORWAY/2174/2020	A/Norway/2174/2020	EPI_ISL_486952	2020-03-17	Europe / Norway / Rogaland	Human	gisaid_meta_2020-21.xls
A/NORWAY/2174/2020	A/Norway/2174/2020	EPI_ISL_500738	2020-03-17	Europe / Norway	Human	gisaid_meta_2020-21.xls
A/NORWAY/2176/2020	A/Norway/2176/2020	EPI_ISL_500739	2020-03-18	Europe / Norway	Human	gisaid_meta_2020-21.xls
A/NORWAY/2178/2014	A/Norway/2178/2014	EPI_ISL_166084	2014-08-07	Europe / Norway / Rogaland	Human	gisaid_meta_2011-2014.xls
A/NORWAY/2178/2014	A/Norway/2178/2014	EPI_ISL_170323	2014-08-07	Europe / Norway	Human	gisaid_meta_2011-2014.xls
A/NORWAY/2178/2014	A/Norway/2178/2014	EPI_ISL_205285	2014	Europe / Norway	Human	gisaid_meta_2011-2014.xls
A/NORWAY/2205/2020	A/Norway/2205/2020	EPI_ISL_19741969	2020-03-15	Europe / Norway / Oslo	Human	gisaid_meta_2020-21.xls
A/NORWAY/2205/2020	A/Norway/2205/2020	EPI_ISL_500740	2020-03-15	Europe / Norway	Human	gisaid_meta_2020-21.xls
A/NORWAY/2208/2020	A/Norway/2208/2020	EPI_ISL_500741	2020-03-14	Europe / Norway	Human	gisaid_meta_2020-21.xls
A/NORWAY/2220/2019	A/Norway/2220/2019	EPI_ISL_394031	2019-08-05	Europe / Norway	Human	gisaid_meta_2019.xls
A/NORWAY/2224/2019	A/Norway/2224/2019	EPI_ISL_394033	2019-07-31	Europe / Norway	Human	gisaid_meta_2019.xls
A/NORWAY/2228/2020	A/Norway/2228/2020	EPI_ISL_500742	2020-03-15	Europe / Norway	Human	gisaid_meta_2020-21.xls
A/NORWAY/2238/2018	A/Norway/2238/2018	EPI_ISL_314176	2018-03-23	Europe / Norway	Human	gisaid_meta_2018.xls
A/NORWAY/2282/2019	A/Norway/2282/2019	EPI_ISL_397276	2019-09-25	Europe / Norway	Human	gisaid_meta_2019.xls
A/NORWAY/2282/2019	A/Norway/2282/2019	EPI_ISL_609934	2019-09-25	Europe / Norway	Human	gisaid_meta_2019.xls
A/NORWAY/2290/2020	A/Norway/2290/2020	EPI_ISL_477591	2020-03-24	Europe / Norway	Human	gisaid_meta_2020-21.xls
A/NORWAY/2290/2020	A/Norway/2290/2020	EPI_ISL_486968	2020-03-24	Europe / Norway	Human	gisaid_meta_2020-21.xls
A/NORWAY/2290/2020	A/Norway/2290/2020	EPI_ISL_500743	2020-03-24	Europe / Norway	Human	gisaid_meta_2020-21.xls
A/NORWAY/2292/2020	A/Norway/2292/2020	EPI_ISL_486970	2020-03-20	Europe / Norway / Trondelag	Human	gisaid_meta_2020-21.xls
A/NORWAY/2292/2020	A/Norway/2292/2020	EPI_ISL_500744	2020-03-20	Europe / Norway	Human	gisaid_meta_2020-21.xls
A/NORWAY/2298/2019	A/Norway/2298/2019	EPI_ISL_397283	2019-10-10	Europe / Norway	Human	gisaid_meta_2019.xls
A/NORWAY/2310/2020	A/Norway/2310/2020	EPI_ISL_486973	2020-03-28	Europe / Norway	Human	gisaid_meta_2020-21.xls
A/NORWAY/2310/2020	A/Norway/2310/2020	EPI_ISL_500745	2020-03-28	Europe / Norway	Human	gisaid_meta_2020-21.xls
A/NORWAY/2320/2020	A/Norway/2320/2020	EPI_ISL_486976	2020-03-24	Europe / Norway	Human	gisaid_meta_2020-21.xls
A/NORWAY/2320/2020	A/Norway/2320/2020	EPI_ISL_500746	2020-03-24	Europe / Norway	Human	gisaid_meta_2020-21.xls
A/NORWAY/2323/2019	A/Norway/2323/2019	EPI_ISL_403318	2019-10-06	Europe / Norway	Human	gisaid_meta_2019.xls
A/NORWAY/2326/2015	A/Norway/2326/2015	EPI_ISL_192586	2015-05-10	Europe / Norway / Nordland	Human	gisaid_meta_2015-2016.xls
A/NORWAY/2326/2015	A/Norway/2326/2015	EPI_ISL_196607	2015-05-10	Europe / Norway	Human	gisaid_meta_2015-2016.xls
A/NORWAY/234/2018	A/Norway/234/2018	EPI_ISL_301388	2018-01-08	Europe / Norway	Human	gisaid_meta_2018.xls
A/NORWAY/2356/2019	A/Norway/2356/2019	EPI_ISL_403326	2019-10-28	Europe / Norway	Human	gisaid_meta_2019.xls
A/NORWAY/2357/2020	A/Norway/2357/2020	EPI_ISL_19741973	2020-03-28	Europe / Norway / Finnmark	Human	gisaid_meta_2020-21.xls
A/NORWAY/2357/2020	A/Norway/2357/2020	EPI_ISL_500747	2020-03-28	Europe / Norway	Human	gisaid_meta_2020-21.xls
A/NORWAY/2379/2019	A/Norway/2379/2019	EPI_ISL_403328	2019-11-06	Europe / Norway	Human	gisaid_meta_2019.xls
A/NORWAY/2425/2019	A/Norway/2425/2019	EPI_ISL_403334	2019-11-05	Europe / Norway	Human	gisaid_meta_2019.xls
A/NORWAY/2438/2019	A/Norway/2438/2019	EPI_ISL_403336	2019-11-12	Europe / Norway	Human	gisaid_meta_2019.xls
A/NORWAY/2475/2015	A/Norway/2475/2015	EPI_ISL_196608	2015-06-09	Europe / Norway	Human	gisaid_meta_2015-2016.xls
A/NORWAY/2477/2018	A/Norway/2477/2018	EPI_ISL_314177	2018-04-11	Europe / Norway	Human	gisaid_meta_2018.xls
A/NORWAY/2486/2018	A/Norway/2486/2018	EPI_ISL_314178	2018-04-06	Europe / Norway	Human	gisaid_meta_2018.xls
A/NORWAY/2496/2012	A/Norway/2496/2012	EPI_ISL_134173	2012-12-10	Europe / Norway	Human	gisaid_meta_2011-2014.xls
A/NORWAY/2496/2012	A/Norway/2496/2012	EPI_ISL_144871	2012-12-10	Europe / Norway / Sogn og Fjordane	Human	gisaid_meta_2011-2014.xls
A/NORWAY/2501/2015	A/Norway/2501/2015	EPI_ISL_192592	2015-06-01	Europe / Norway / Troms	Human	gisaid_meta_2015-2016.xls
A/NORWAY/2501/2015	A/Norway/2501/2015	EPI_ISL_201657	2015-06-01	Europe / Norway	Human	gisaid_meta_2015-2016.xls
A/NORWAY/2504/2015	A/Norway/2504/2015	EPI_ISL_192593	2015-06-07	Europe / Norway / Nordland	Human	gisaid_meta_2015-2016.xls
A/NORWAY/2504/2015	A/Norway/2504/2015	EPI_ISL_196609	2015-06-07	Europe / Norway	Human	gisaid_meta_2015-2016.xls
A/NORWAY/2506/2015	A/Norway/2506/2015	EPI_ISL_196610	2015-06-05	Europe / Norway	Human	gisaid_meta_2015-2016.xls
A/NORWAY/2515/2018	A/Norway/2515/2018	EPI_ISL_314673	2018-04-05	Europe / Norway	Human	gisaid_meta_2018.xls
A/NORWAY/2587/2015	A/Norway/2587/2015	EPI_ISL_197748	2015-08-07	Europe / Norway / Oslo	Human	gisaid_meta_2015-2016.xls
A/NORWAY/2587/2015	A/Norway/2587/2015	EPI_ISL_203021	2015-08-07	Europe / Norway	Human	gisaid_meta_2015-2016.xls
A/NORWAY/2605/2015	A/Norway/2605/2015	EPI_ISL_200623	2015-10-02	Europe / Norway / Buskerud Fylke / Drammen	Human	gisaid_meta_2015-2016.xls
A/NORWAY/2605/2015	A/Norway/2605/2015	EPI_ISL_203023	2015-10-02	Europe / Norway	Human	gisaid_meta_2015-2016.xls
A/NORWAY/2620/2018	A/Norway/2620/2018	EPI_ISL_314181	2018-04-16	Europe / Norway	Human	gisaid_meta_2018.xls
A/NORWAY/2629/2015	A/Norway/2629/2015	EPI_ISL_203027	2015-10-22	Europe / Norway	Human	gisaid_meta_2015-2016.xls
A/NORWAY/2629/2017	A/Norway/2629/2017	EPI_ISL_274559	2017-05-04	Europe / Norway	Human	gisaid_meta_2017.xls
A/NORWAY/279/2018	A/Norway/279/2018	EPI_ISL_301389	2018-01-13	Europe / Norway	Human	gisaid_meta_2018.xls
A/NORWAY/2940/2013	A/Norway/2940/2013	EPI_ISL_149453	2013-10-03	Europe / Norway / Buskerud	Human	gisaid_meta_2011-2014.xls
A/NORWAY/2940/2013	A/Norway/2940/2013	EPI_ISL_153713	2013-10-03	Europe / Norway	Human	gisaid_meta_2011-2014.xls
A/NORWAY/3004/2014	A/Norway/3004/2014	EPI_ISL_168984	2014-10-16	Europe / Norway	Human	gisaid_meta_2011-2014.xls
A/NORWAY/3004/2014	A/Norway/3004/2014	EPI_ISL_169229	2014-10-16	Europe / Norway / Rogaland	Human	gisaid_meta_2011-2014.xls
A/NORWAY/3060/2013	A/Norway/3060/2013	EPI_ISL_151682	2013-11-06	Europe / Norway / Oslo	Human	gisaid_meta_2011-2014.xls
A/NORWAY/3079/2014	A/Norway/3079/2014	EPI_ISL_169359	2014-11-30	Europe / Norway / More og Romsdal	Human	gisaid_meta_2011-2014.xls
A/NORWAY/3082/2014	A/Norway/3082/2014	EPI_ISL_169360	2014-11-28	Europe / Norway / Sor-Trondelag	Human	gisaid_meta_2011-2014.xls
A/NORWAY/3105/2013	A/Norway/3105/2013	EPI_ISL_151684	2013-11-11	Europe / Norway / Buskerud	Human	gisaid_meta_2011-2014.xls
A/NORWAY/3105/2013	A/Norway/3105/2013	EPI_ISL_155910	2013-11-11	Europe / Norway	Human	gisaid_meta_2011-2014.xls
A/NORWAY/3107/2014	A/Norway/3107/2014	EPI_ISL_169365	2014-12-02	Europe / Norway / Oppland	Human	gisaid_meta_2011-2014.xls
A/NORWAY/3172/2014	A/Norway/3172/2014	EPI_ISL_172265	2014-12-09	Europe / Norway / Oppland	Human	gisaid_meta_2011-2014.xls
A/NORWAY/3224/2014	A/Norway/3224/2014	EPI_ISL_172269	2014-12-28	Europe / Norway / Oslo	Human	gisaid_meta_2011-2014.xls
A/NORWAY/3224/2014	A/Norway/3224/2014	EPI_ISL_172406	2014-12-28	Europe / Norway	Human	gisaid_meta_2011-2014.xls
A/NORWAY/3226/2014	A/Norway/3226/2014	EPI_ISL_172270	2014-12-28	Europe / Norway / Oslo	Human	gisaid_meta_2011-2014.xls
A/NORWAY/3229/2014	A/Norway/3229/2014	EPI_ISL_172271	2014-12-28	Europe / Norway / More og Romsdal	Human	gisaid_meta_2011-2014.xls
A/NORWAY/3229/2014	A/Norway/3229/2014	EPI_ISL_172409	2014-12-28	Europe / Norway	Human	gisaid_meta_2011-2014.xls
A/NORWAY/326/2012	A/Norway/326/2012	EPI_ISL_105804	2012-01-30	Europe / Norway / Sogn og Fjordane	Human	gisaid_meta_2011-2014.xls
A/NORWAY/3266/2013	A/Norway/3266/2013	EPI_ISL_154768	2013-12-05	Europe / Norway	Human	gisaid_meta_2011-2014.xls
A/NORWAY/3266/2013	A/Norway/3266/2013	EPI_ISL_154979	2013-12-05	Europe / Norway / Ostfold	Human	gisaid_meta_2011-2014.xls
A/NORWAY/3275/2018	A/Norway/3275/2018	EPI_ISL_332813	2018-10-04	Europe / Norway	Human	gisaid_meta_2018.xls
A/NORWAY/3275/2018	A/Norway/3275/2018	EPI_ISL_365748	2018-10-04	Europe / Norway	Human	gisaid_meta_2018.xls
A/NORWAY/3275/2018	A/Norway/3275/2018	EPI_ISL_386854	2018-10-04	Europe / Norway	Human	gisaid_meta_2018.xls
A/NORWAY/3275/2018	A/Norway/3275/2018	EPI_ISL_386912	2018-10-04	Europe / Norway	Human	gisaid_meta_2018.xls
A/NORWAY/3275/2018	A/Norway/3275/2018	EPI_ISL_390020	2018-10-04	Europe / Norway	Human	gisaid_meta_2018.xls
A/NORWAY/3290/2013	A/Norway/3290/2013	EPI_ISL_154981	2013-12-17	Europe / Norway / Buskerud	Human	gisaid_meta_2011-2014.xls
A/NORWAY/3290/2013	A/Norway/3290/2013	EPI_ISL_155911	2013-12-17	Europe / Norway	Human	gisaid_meta_2011-2014.xls
A/NORWAY/3293/2014	A/Norway/3293/2014	EPI_ISL_172411	2014-12-30	Europe / Norway	Human	gisaid_meta_2011-2014.xls
A/NORWAY/3303/2013	A/Norway/3303/2013	EPI_ISL_154769	2013-12-17	Europe / Norway	Human	gisaid_meta_2011-2014.xls
A/NORWAY/3303/2013	A/Norway/3303/2013	EPI_ISL_154983	2013-12-17	Europe / Norway / Ostfold	Human	gisaid_meta_2011-2014.xls
A/NORWAY/3314/2013	A/Norway/3314/2013	EPI_ISL_154770	2013-12-24	Europe / Norway	Human	gisaid_meta_2011-2014.xls
A/NORWAY/3314/2013	A/Norway/3314/2013	EPI_ISL_154985	2013-12-24	Europe / Norway / Oslo	Human	gisaid_meta_2011-2014.xls
A/NORWAY/337/2012	A/Norway/337/2012	EPI_ISL_105805	2012-01-30	Europe / Norway / Nordland	Human	gisaid_meta_2011-2014.xls
A/NORWAY/3396/2017	A/Norway/3396/2017	EPI_ISL_288325	2017-11-02	Europe / Norway / Hordaland	Human	gisaid_meta_2017.xls
A/NORWAY/3396/2017	A/Norway/3396/2017	EPI_ISL_301390	2017-11-02	Europe / Norway	Human	gisaid_meta_2017.xls
A/NORWAY/353/2015	A/Norway/353/2015	EPI_ISL_172243	2015-01-04	Europe / Norway / Troms	Human	gisaid_meta_2015-2016.xls
A/NORWAY/3545/2016	A/Norway/3545/2016	EPI_ISL_224517	2016-05-13	Europe / Norway / Hordaland	Human	gisaid_meta_2015-2016.xls
